Country/Area,Region,Subregion,State/Province,Project Name,Unit Name,Status,Reactor Type,Model,capacity_numeric,capacity_factor,annual_generation_twh,Start Year,Retirement Year,Commercial Operation Date,Construction Start Date,Latitude,Longitude
United States,Americas,Northern America,Florida,Levy County nuclear power plant,2,cancelled,pressurized water reactor,AP-1000,1250.0,0.85,9.3075,,,,,29.0733,-82.6217
United States,Americas,Northern America,Pennsylvania,Limerick nuclear power plant,1,operating,boiling water reactor,BWR-4 (Mark 2),1194.0,0.9,9.413496,1986.0,,1986-02-01,1974-06-19,40.2243,-75.5874
United States,Americas,Northern America,Pennsylvania,Limerick nuclear power plant,2,operating,boiling water reactor,BWR-4 (Mark 2),1194.0,0.9,9.413496,1990.0,,1990-01-08,1974-06-19,40.2243,-75.5874
United States,Americas,Northern America,Texas,Long Mott nuclear power plant,1,pre-construction,high temperature gas reactor,Xe-100,80.0,0.85,0.59568,2033.0,,2033,,28.5033,-96.7745
United States,Americas,Northern America,Texas,Long Mott nuclear power plant,2,pre-construction,high temperature gas reactor,Xe-100,80.0,0.85,0.59568,2033.0,,2033,,28.5033,-96.7745
United States,Americas,Northern America,Texas,Long Mott nuclear power plant,3,pre-construction,high temperature gas reactor,Xe-100,80.0,0.85,0.59568,2033.0,,2033,,28.5033,-96.7745
United States,Americas,Northern America,Texas,Long Mott nuclear power plant,4,pre-construction,high temperature gas reactor,Xe-100,80.0,0.85,0.59568,2033.0,,2033,,28.5033,-96.7745
United States,Americas,Northern America,Maine,Maine Yankee nuclear power plant,--,retired,pressurized water reactor,unknown,900.0,0.85,6.7014,1972.0,1997.0,1972-12-28,1968-10-01,43.9511,-69.6953
United States,Americas,Northern America,California,Malibu nuclear power plant,1,cancelled,pressurized water reactor,unknown,462.0,0.85,3.440052,,,,,34.0346,-118.7347
United States,Americas,Northern America,Indiana,Marble Hill nuclear power plant,1,cancelled,pressurized water reactor,unknown,1130.0,0.85,8.41398,,,,,38.6005,-85.4457
United States,Americas,Northern America,Indiana,Marble Hill nuclear power plant,2,cancelled,pressurized water reactor,unknown,1130.0,0.85,8.41398,,,,,38.6005,-85.4457
United States,Americas,Northern America,North Carolina,McGuire nuclear power plant,1,operating,pressurized water reactor,WH 4LP (ICECND),1215.0,0.9,9.57906,1981.0,,1981-12-01,1971-04-01,35.4331,-80.9486
United States,Americas,Northern America,North Carolina,McGuire nuclear power plant,2,operating,pressurized water reactor,WH 4LP (ICECND),1215.0,0.9,9.57906,1984.0,,1984-03-01,1971-04-01,35.4331,-80.9486
United States,Americas,Northern America,Iowa,MidAmerican Iowa nuclear power plant,--,cancelled,unknown,unknown,540.0,0.85,4.02084,,,,,42.1004198,-91.777212
United States,Americas,Northern America,Michigan,Midland nuclear power plant,1,cancelled,pressurized water reactor,unknown,492.0,0.85,3.663432,,,,,43.5854,-84.2244
United States,Americas,Northern America,Michigan,Midland nuclear power plant,2,cancelled,pressurized water reactor,unknown,818.0,0.85,6.090828,,,,,43.5854,-84.2244
United States,Americas,Northern America,Connecticut,Millstone nuclear power plant,1,retired,boiling water reactor,unknown,684.0,0.85,5.093064,1971.0,1998.0,1971-03-01,1966-05-01,41.3107,-72.1677
United States,Americas,Northern America,Connecticut,Millstone nuclear power plant,2,operating,pressurized water reactor,CE 2LP (DRYAMB),918.0,0.9,7.237512,1975.0,,1975-12-26,1969-11-01,41.3107,-72.1677
United States,Americas,Northern America,Connecticut,Millstone nuclear power plant,3,operating,pressurized water reactor,WH 4LP (DRYSUB),1280.0,0.9,10.09152,1986.0,,1986-04-23,1974-08-09,41.3107,-72.1677
United States,Americas,Northern America,Massachusetts,Montague nuclear power plant,1,cancelled,boiling water reactor,unknown,1150.0,0.85,8.5629,,,,,42.57301,-72.5268
United States,Americas,Northern America,Massachusetts,Montague nuclear power plant,2,cancelled,boiling water reactor,unknown,1150.0,0.85,8.5629,,,,,42.57301,-72.5268
United States,Americas,Northern America,Minnesota,Monticello nuclear power plant,--,operating,boiling water reactor,BWR-3 (Mark 1),691.0,0.9,5.447844,1971.0,,1971-06-30,1967-06-19,45.3338,-93.8493
United States,Americas,Northern America,Wyoming,Natrium nuclear power plant,1,construction,liquid-metal-cooled fast reactor,unknown,345.0,0.85,2.56887,2031.0,,2031,2024,41.7924,-110.5374
United States,Americas,Northern America,Wyoming,Natrium nuclear power plant,1B,shelved - inferred 2 y,liquid-metal-cooled fast reactor,unknown,345.0,0.85,2.56887,,,,,41.7924,-110.5374
United States,Americas,Northern America,Wyoming,Natrium nuclear power plant,1C,shelved - inferred 2 y,liquid-metal-cooled fast reactor,unknown,345.0,0.85,2.56887,,,,,41.7924,-110.5374
United States,Americas,Northern America,Wyoming,Natrium nuclear power plant,1D,shelved - inferred 2 y,liquid-metal-cooled fast reactor,unknown,345.0,0.85,2.56887,,,,,41.7924,-110.5374
United States,Americas,Northern America,Wyoming,Natrium nuclear power plant,1E,shelved - inferred 2 y,liquid-metal-cooled fast reactor,unknown,345.0,0.85,2.56887,,,,,41.7924,-110.5374
United States,Americas,Northern America,Wyoming,Natrium nuclear power plant,1F,shelved - inferred 2 y,liquid-metal-cooled fast reactor,unknown,345.0,0.85,2.56887,,,,,41.7924,-110.5374
United States,Americas,Northern America,Texas,Natura Resources Texas A&M nuclear power plant,--,announced,small modular reactor,MSR-100,100.0,0.85,0.7446,2029.0,,2029,,30.6437641,-96.4682751
United States,Americas,Northern America,Rhode Island,New England nuclear power plant,1,cancelled,pressurized water reactor,unknown,1150.0,0.85,8.5629,,,,,41.3742,-71.6547
United States,Americas,Northern America,Rhode Island,New England nuclear power plant,2,cancelled,pressurized water reactor,unknown,1150.0,0.85,8.5629,,,,,41.3742,-71.6547
United States,Americas,Northern America,New York,Nine Mile Point nuclear power plant,1,operating,boiling water reactor,BWR-2 (Mark 1),642.0,0.9,5.061528,1969.0,,1969-12-01,1965-04-12,43.5205,-76.4068
United States,Americas,Northern America,New York,Nine Mile Point nuclear power plant,2,operating,boiling water reactor,BWR-5 (Mark 2),1320.0,0.9,10.40688,1988.0,,1988-03-11,1975-08-01,43.5205,-76.4068
United States,Americas,Northern America,New York,Nine Mile Point nuclear power plant,3,cancelled,pressurized water reactor,unknown,1600.0,0.85,11.9136,,,,,43.5205,-76.4068
United States,Americas,Northern America,New York,Nine Mile Point nuclear power plant,SMR,announced,small modular reactor,unknown,300.0,0.85,2.2338,,,,,43.5205,-76.4068
United States,Americas,Northern America,Virginia,North Anna nuclear power plant,1,operating,pressurized water reactor,WH 3LP (DRYSUB),990.0,0.9,7.80516,1978.0,,1978-06-06,1971-02-19,38.0601,-77.7897
United States,Americas,Northern America,Virginia,North Anna nuclear power plant,2,operating,pressurized water reactor,WH 3LP (DRYSUB),1011.0,0.9,7.970724,1980.0,,1980-12-14,1971-02-19,38.0601,-77.7897
United States,Americas,Northern America,Virginia,North Anna nuclear power plant,3,cancelled,boiling water reactor,ESBWR,1500.0,0.85,11.169,,,,,38.0601,-77.7897
United States,Americas,Northern America,Virginia,North Anna nuclear power plant,3A,cancelled,pressurized water reactor,unknown,907.0,0.85,6.753522,,,,,38.0601,-77.7897
United States,Americas,Northern America,Virginia,North Anna nuclear power plant,4A,cancelled,pressurized water reactor,unknown,907.0,0.85,6.753522,,,,,38.0601,-77.7897
United States,Americas,Northern America,Virginia,North Anna nuclear power plant,SMR,announced,small modular reactor,unknown,300.0,0.85,2.2338,,,,,38.0602308,-77.7918526
United States,Americas,Northern America,Idaho,NuScale SMR Idaho nuclear power plant,1,cancelled,pressurized water reactor,NuScale,77.0,0.85,0.573342,,,,,43.4953103,-112.0442685
United States,Americas,Northern America,Idaho,NuScale SMR Idaho nuclear power plant,2,cancelled,pressurized water reactor,NuScale,77.0,0.85,0.573342,,,,,43.4953103,-112.0442685
United States,Americas,Northern America,Idaho,NuScale SMR Idaho nuclear power plant,3,cancelled,pressurized water reactor,NuScale,77.0,0.85,0.573342,,,,,43.4953103,-112.0442685
United States,Americas,Northern America,Idaho,NuScale SMR Idaho nuclear power plant,4,cancelled,pressurized water reactor,NuScale,77.0,0.85,0.573342,,,,,43.4953103,-112.0442685
United States,Americas,Northern America,Idaho,NuScale SMR Idaho nuclear power plant,5,cancelled,pressurized water reactor,NuScale,77.0,0.85,0.573342,,,,,43.4953103,-112.0442685
United States,Americas,Northern America,Idaho,NuScale SMR Idaho nuclear power plant,6,cancelled,pressurized water reactor,NuScale,77.0,0.85,0.573342,,,,,43.4953103,-112.0442685
United States,Americas,Northern America,South Carolina,Oconee nuclear power plant,1,operating,pressurized water reactor,B&W LLP (DRYAMB),891.0,0.9,7.024644,1973.0,,1973-07-15,1967-11-06,34.7939,-82.8986
United States,Americas,Northern America,South Carolina,Oconee nuclear power plant,2,operating,pressurized water reactor,B&W LLP (DRYAMB),891.0,0.9,7.024644,1974.0,,1974-09-09,1967-11-06,34.7939,-82.8986
United States,Americas,Northern America,South Carolina,Oconee nuclear power plant,3,operating,pressurized water reactor,B&W LLP (DRYAMB),900.0,0.9,7.0956,1974.0,,1974-12-16,1967-11-06,34.7939,-82.8986
United States,Americas,Northern America,New Jersey,Oyster Creek nuclear power plant,1,retired,boiling water reactor,BWR-2 (Mark 1),652.0,0.85,4.854792,1969.0,2018.0,1969-12-01,1964-12-15,39.8144,-74.2058
United States,Americas,Northern America,New Jersey,Oyster Creek nuclear power plant,SMR,announced,small modular reactor,unknown,300.0,0.85,2.2338,,,,,39.8144,-74.2058
United States,Americas,Northern America,Michigan,Palisades nuclear power plant,1,retired,pressurized water reactor,CE 2LP (DRYAMB),850.0,0.85,6.3291,1971.0,2022.0,1971,1967-03-12,42.323,-86.3146
United States,Americas,Northern America,Michigan,Palisades nuclear power plant,2,announced,small modular reactor,unknown,400.0,0.85,2.9784,2030.0,,2030,,42.323,-86.3146
United States,Americas,Northern America,Michigan,Palisades nuclear power plant,3,announced,small modular reactor,unknown,400.0,0.85,2.9784,,,,,42.323,-86.3146
United States,Americas,Northern America,Michigan,Palisades nuclear power plant,Unit 1 Repower,pre-construction,pressurized water reactor,CE (2-loop) DRYAMB,800.0,0.85,5.9568,2025.0,,2025-10,,42.323,-86.3146
United States,Americas,Northern America,Arizona,Palo Verde nuclear power plant,1,operating,pressurized water reactor,CE80 2LP (DRYAMB),1414.0,0.9,11.147976,1986.0,,1986-01-28,1976-05-25,33.3881,-112.8617
United States,Americas,Northern America,Arizona,Palo Verde nuclear power plant,2,operating,pressurized water reactor,CE80 2LP (DRYAMB),1414.0,0.9,11.147976,1986.0,,1986-09-19,1976-06-01,33.3881,-112.8617
United States,Americas,Northern America,Arizona,Palo Verde nuclear power plant,3,operating,pressurized water reactor,CE80 2LP (DRYAMB),1414.0,0.9,11.147976,1988.0,,1988-01-08,1976-06-01,33.3881,-112.8617
United States,Americas,Northern America,Arizona,Palo Verde nuclear power plant,4,cancelled,pressurized water reactor,unknown,1270.0,0.85,9.45642,,,,,33.3881,-112.8617
United States,Americas,Northern America,Arizona,Palo Verde nuclear power plant,5,cancelled,pressurized water reactor,unknown,1270.0,0.85,9.45642,,,,,33.3881,-112.8617
United States,Americas,Northern America,South Dakota,Pathfinder nuclear power plant,--,retired,boiling water reactor,Prototype,63.0,0.85,0.469098,1966.0,1967.0,1966-08-01,1959-01-01,43.6036,-96.6375
United States,Americas,Northern America,Pennsylvania,Peach Bottom nuclear power plant,1,retired,high temperature gas reactor,unknown,42.0,0.85,0.312732,1967.0,1974.0,1967-06-01,1962-02-01,39.7589,-76.2687
United States,Americas,Northern America,Pennsylvania,Peach Bottom nuclear power plant,2,operating,boiling water reactor,BWR-4 (Mark 1),1412.0,0.9,11.132208,1974.0,,1974-07-05,1968-01-31,39.7589,-76.2687
United States,Americas,Northern America,Pennsylvania,Peach Bottom nuclear power plant,3,operating,boiling water reactor,BWR-4 (Mark 1),1412.0,0.9,11.132208,1974.0,,1974-12-23,1968-01-31,39.7589,-76.2687
United States,Americas,Northern America,Oregon,Pebble Springs nuclear power plant,1,cancelled,pressurized water reactor,unknown,1260.0,0.85,9.38196,,,,,45.70001,-120.1333
United States,Americas,Northern America,Oregon,Pebble Springs nuclear power plant,2,cancelled,pressurized water reactor,unknown,1260.0,0.85,9.38196,,,,,45.70001,-120.1333
United States,Americas,Northern America,North Carolina,Perkins nuclear power plant,1,cancelled,pressurized water reactor,unknown,1280.0,0.85,9.53088,,,,,35.8406,-80.4511
United States,Americas,Northern America,North Carolina,Perkins nuclear power plant,2,cancelled,pressurized water reactor,unknown,1280.0,0.85,9.53088,,,,,35.8406,-80.4511
United States,Americas,Northern America,North Carolina,Perkins nuclear power plant,3,cancelled,pressurized water reactor,unknown,1280.0,0.85,9.53088,,,,,35.8406,-80.4511
United States,Americas,Northern America,Ohio,Perry nuclear power plant,1,operating,boiling water reactor,BWR-6 (Mark 3),1303.0,0.9,10.272852,1987.0,,1987-11-18,1974-10-01,41.8006,-81.1439
United States,Americas,Northern America,Ohio,Perry nuclear power plant,2,cancelled,boiling water reactor,unknown,1205.0,0.85,8.97243,,,,,41.8006,-81.1439
United States,Americas,Northern America,Maryland,Perryman nuclear power plant,1,cancelled,pressurized water reactor,unknown,845.0,0.85,6.29187,,,,,39.4413,-76.2194
United States,Americas,Northern America,Maryland,Perryman nuclear power plant,2,cancelled,pressurized water reactor,unknown,845.0,0.85,6.29187,,,,,39.4413,-76.2194
United States,Americas,Northern America,Tennessee,Phipps Bend nuclear power plant,1,cancelled,boiling water reactor,unknown,1233.0,0.85,9.180918,,,,,36.4632,-82.8045
United States,Americas,Northern America,Tennessee,Phipps Bend nuclear power plant,2,cancelled,boiling water reactor,unknown,1233.0,0.85,9.180918,,,,,36.4632,-82.8045
United States,Americas,Northern America,Ohio,Piketon nuclear power plant,1,cancelled - inferred 4 y,pressurized water reactor,EPR,1600.0,0.85,11.9136,,,,,39.0124,-83.0008
United States,Americas,Northern America,Massachusetts,Pilgrim nuclear power plant,1,retired,boiling water reactor,BWR-3 (Mark 1),711.0,0.85,5.294106,1972.0,2019.0,1972-12-01,1968-08-26,41.9436,-70.5771
United States,Americas,Northern America,Massachusetts,Pilgrim nuclear power plant,2,cancelled,pressurized water reactor,unknown,1180.0,0.85,8.78628,,,,,41.9436,-70.5771
United States,Americas,Northern America,Massachusetts,Pilgrim nuclear power plant,3,cancelled,pressurized water reactor,unknown,1180.0,0.85,8.78628,,,,,41.9436,-70.5771
United States,Americas,Northern America,Ohio,Piqua nuclear power plant,--,retired,unknown,OCM (Organically Cooled and Moderated Reactor),12.0,0.85,0.089352,1963.0,1966.0,1963-11-01,1960-01-01,40.1319,-84.2348
United States,Americas,Northern America,Wisconsin,Point Beach nuclear power plant,1,operating,pressurized water reactor,WH 2LP (DRYAMB),640.0,0.9,5.04576,1970.0,,1970-12-21,1967-07-19,44.2806,-87.5369
United States,Americas,Northern America,Wisconsin,Point Beach nuclear power plant,2,operating,pressurized water reactor,WH 2LP (DRYAMB),640.0,0.9,5.04576,1972.0,,1972-10-01,1968-07-25,44.2806,-87.5369
United States,Americas,Northern America,Minnesota,Prairie Island nuclear power plant,1,operating,pressurized water reactor,WH 2LP (DRYAMB),566.0,0.9,4.462344,1973.0,,1973-12-16,1968-06-25,44.622,-92.6333
United States,Americas,Northern America,Minnesota,Prairie Island nuclear power plant,2,operating,pressurized water reactor,WH 2LP (DRYAMB),560.0,0.9,4.41504,1974.0,,1974-12-21,1969-06-25,44.622,-92.6333
United States,Americas,Northern America,Idaho,Project Pele nuclear power plant,--,construction,gas-cooled reactor,unknown,1.0,0.85,0.007446,2026.0,,2026,,43.5194732,-112.0459647
United States,Americas,Northern America,Illinois,Quad Cities nuclear power plant,1,operating,boiling water reactor,BWR-3 (Mark 1),940.0,0.9,7.41096,1973.0,,1973-02-18,1967-02-15,41.7261,-90.3103
United States,Americas,Northern America,Illinois,Quad Cities nuclear power plant,2,operating,boiling water reactor,BWR-3 (Mark 1),940.0,0.9,7.41096,1973.0,,1973-03-10,1967-02-15,41.7261,-90.3103
United States,Americas,Northern America,Michigan,Quanicassee nuclear power plant,1,cancelled,pressurized water reactor,unknown,1150.0,0.85,8.5629,,,,,43.5948,-83.66801
United States,Americas,Northern America,Michigan,Quanicassee nuclear power plant,2,cancelled,pressurized water reactor,unknown,1150.0,0.85,8.5629,,,,,43.5948,-83.66801
United States,Americas,Northern America,California,Rancho Seco nuclear power plant,1,retired,pressurized water reactor,unknown,917.0,0.85,6.827982,1975.0,1989.0,1975-04-17,1969-04-01,38.3445,-121.1206
United States,Americas,Northern America,New York,Ravenswood nuclear power plant,1,cancelled,pressurized water reactor,unknown,500.0,0.85,3.723,,,,,40.7595,-73.9457
United States,Americas,Northern America,New York,Ravenswood nuclear power plant,2,cancelled,pressurized water reactor,unknown,500.0,0.85,3.723,,,,,40.7595,-73.9457
United States,Americas,Northern America,Washington,Richland SMR nuclear power plant,1,pre-construction,high temperature gas reactor,Xe-100,80.0,0.85,0.59568,2032.0,,2032,,46.4569,-119.3287
United States,Americas,Northern America,Washington,Richland SMR nuclear power plant,10,announced,high temperature gas reactor,Xe-100,80.0,0.85,0.59568,2035.0,,2035,,46.4569,-119.3287
United States,Americas,Northern America,Washington,Richland SMR nuclear power plant,11,announced,high temperature gas reactor,Xe-100,80.0,0.85,0.59568,2035.0,,2035,,46.4569,-119.3287
United States,Americas,Northern America,Washington,Richland SMR nuclear power plant,12,announced,high temperature gas reactor,Xe-100,80.0,0.85,0.59568,2035.0,,2035,,46.4569,-119.3287
United States,Americas,Northern America,Washington,Richland SMR nuclear power plant,2,pre-construction,high temperature gas reactor,Xe-100,80.0,0.85,0.59568,2032.0,,2032,,46.4569,-119.3287
United States,Americas,Northern America,Washington,Richland SMR nuclear power plant,3,pre-construction,high temperature gas reactor,Xe-100,80.0,0.85,0.59568,2032.0,,2032,,46.4569,-119.3287
United States,Americas,Northern America,Washington,Richland SMR nuclear power plant,4,pre-construction,high temperature gas reactor,Xe-100,80.0,0.85,0.59568,2032.0,,2032,,46.4569,-119.3287
United States,Americas,Northern America,Washington,Richland SMR nuclear power plant,5,announced,high temperature gas reactor,Xe-100,80.0,0.85,0.59568,2035.0,,2035,,46.4569,-119.3287
United States,Americas,Northern America,Washington,Richland SMR nuclear power plant,6,announced,high temperature gas reactor,Xe-100,80.0,0.85,0.59568,2035.0,,2035,,46.4569,-119.3287
United States,Americas,Northern America,Washington,Richland SMR nuclear power plant,7,announced,high temperature gas reactor,Xe-100,80.0,0.85,0.59568,2035.0,,2035,,46.4569,-119.3287
United States,Americas,Northern America,Washington,Richland SMR nuclear power plant,8,announced,high temperature gas reactor,Xe-100,80.0,0.85,0.59568,2035.0,,2035,,46.4569,-119.3287
United States,Americas,Northern America,Washington,Richland SMR nuclear power plant,9,announced,high temperature gas reactor,Xe-100,80.0,0.85,0.59568,2035.0,,2035,,46.4569,-119.3287
United States,Americas,Northern America,Louisiana,River Bend nuclear power plant,1,operating,boiling water reactor,BWR-6 (Mark 3),1016.0,0.9,8.010144,1986.0,,1986-06-16,1977-03-25,30.757,-91.3327
United States,Americas,Northern America,Louisiana,River Bend nuclear power plant,2,cancelled,boiling water reactor,unknown,934.0,0.85,6.954564,,,,,30.757,-91.3327
United States,Americas,Northern America,Louisiana,River Bend nuclear power plant,3,cancelled,boiling water reactor,unknown,1520.0,0.85,11.31792,,,,,30.757,-91.3327
United States,Americas,Northern America,New York,Robert Emmett Ginna nuclear power plant,--,operating,pressurized water reactor,WH 2LP (DRYAMB),608.0,0.9,4.793472,1970.0,,1970-07-01,1966-04-25,43.2777,-77.3099
United States,Americas,Northern America,Indiana,Rockport nuclear power plant,--,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,2035.0,,2035,,37.9272923,-87.0384356
United States,Americas,Northern America,New Jersey,Salem nuclear power plant,1,operating,pressurized water reactor,WH 4LP (DRYAMB),1254.0,0.9,9.886536,1977.0,2036.0,1977-06-30,1968-09-25,39.4625,-75.5358
